selector,class_name,precision_mean,recall_mean,f1_mean,total_support
CS_SHAP_Union,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
CS_SHAP_Union,ddos,0.988086681541619,0.979385739905229,0.9837166245479889,19986.0
CS_SHAP_Union,dos,0.9863314735002332,0.9786624525793156,0.9824807532327045,14669.0
CS_SHAP_Union,injection,0.9833211269819587,0.971298331699713,0.9772690372619237,19964.0
CS_SHAP_Union,mitm,0.7230356253306768,0.8239316239316239,0.7692823237773997,1039.0
CS_SHAP_Union,normal,0.9947426478736953,0.9966861366074621,0.9957131833398494,41945.0
CS_SHAP_Union,password,0.995196751126749,0.9911825971175856,0.9931846163203414,19847.0
CS_SHAP_Union,ransomware,0.9994396776257133,0.9995794146782631,0.9995094357427554,14266.0
CS_SHAP_Union,scanning,0.9886570277217597,0.9924254633360194,0.9905367631155088,18615.0
CS_SHAP_Union,xss,0.9628080462402953,0.9838827791901416,0.9732250356728116,14519.0
Full_Controlled,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Full_Controlled,ddos,0.9883732818248847,0.98248786640005,0.9854215411708755,19986.0
Full_Controlled,dos,0.9866653512067677,0.9781852882984705,0.9824054712345877,14669.0
Full_Controlled,injection,0.9832129996955811,0.9709477055789515,0.9770390456626208,19964.0
Full_Controlled,mitm,0.7196922413894187,0.8287439613526569,0.7694237570298124,1039.0
Full_Controlled,normal,0.9969500514481234,0.9974967218977232,0.9972232585095009,41945.0
Full_Controlled,password,0.9944950358153404,0.9913841592239099,0.9929356017800439,19847.0
Full_Controlled,ransomware,0.9993694041947461,0.9995093375934699,0.9994393095564146,14266.0
Full_Controlled,scanning,0.988277583704854,0.9917271017996239,0.9899988267394126,18615.0
Full_Controlled,xss,0.9631905065813701,0.983882874085799,0.9734238614050803,14519.0
Mutual_Information_Matched,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Mutual_Information_Matched,ddos,0.9879973131252229,0.9800861151115964,0.9840250603911874,19986.0
Mutual_Information_Matched,dos,0.9870760251478305,0.9785259804806783,0.9827804810746075,14669.0
Mutual_Information_Matched,injection,0.9829672793439777,0.9710979810861392,0.9769939616907625,19964.0
Mutual_Information_Matched,mitm,0.721814793799083,0.821037718320327,0.7674582756750331,1039.0
Mutual_Information_Matched,normal,0.9950983360398015,0.9966861366074623,0.995891218873717,41945.0
Mutual_Information_Matched,password,0.9948958125056547,0.9910818033715959,0.9929836428791772,19847.0
Mutual_Information_Matched,ransomware,0.9993694041947461,0.9994392359460811,0.9994042525888422,14266.0
Mutual_Information_Matched,scanning,0.9881785288148588,0.9922643029814665,0.9902165512983873,18615.0
Mutual_Information_Matched,xss,0.9628078918972605,0.9840205676848022,0.9732945334154788,14519.0
Natural_Global_Stable,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Natural_Global_Stable,ddos,0.9887163500190634,0.9818374160810702,0.985264199274366,19986.0
Natural_Global_Stable,dos,0.9864694392429861,0.9786623828558321,0.9825482904727023,14669.0
Natural_Global_Stable,injection,0.9832232978055598,0.9714485946598932,0.9772963841871232,19964.0
Natural_Global_Stable,mitm,0.7204570137773115,0.8143069490895577,0.7638095267486749,1039.0
Natural_Global_Stable,normal,0.9957620967061522,0.996900703301943,0.9963306982349838,41945.0
Natural_Global_Stable,password,0.9950458759104481,0.9910314509234984,0.9930330014816642,19847.0
Natural_Global_Stable,ransomware,0.9992993025473573,0.9994392359460811,0.999369207909026,14266.0
Natural_Global_Stable,scanning,0.9883389215911234,0.9924254633360194,0.9903771486967688,18615.0
Natural_Global_Stable,xss,0.9625997645676818,0.9835384265730616,0.9729513449376768,14519.0
Random_Forest_Importance_Matched,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Random_Forest_Importance_Matched,ddos,0.987977816787519,0.9786853021206625,0.9833089377657558,19986.0
Random_Forest_Importance_Matched,dos,0.9870109612252926,0.9787305259405059,0.9828514243300971,14669.0
Random_Forest_Importance_Matched,injection,0.9832232201073516,0.971248231499312,0.9771950536570021,19964.0
Random_Forest_Importance_Matched,mitm,0.7198372243691901,0.8191007060572278,0.7655940073976586,1039.0
Random_Forest_Importance_Matched,normal,0.9944111426580395,0.9965669328883061,0.9954875020439434,41945.0
Random_Forest_Importance_Matched,password,0.9950442386781347,0.9910314636163262,0.9930326736048771,19847.0
Random_Forest_Importance_Matched,ransomware,0.9995096566491639,0.9995093375934699,0.9995094111994949,14266.0
Random_Forest_Importance_Matched,scanning,0.9882354940688473,0.992586623690572,0.9904055654547743,18615.0
Random_Forest_Importance_Matched,xss,0.9626752611686061,0.9839515785418144,0.9731917458528864,14519.0
Stable_Balanced_Core,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Stable_Balanced_Core,ddos,0.9878860594148682,0.979285664848937,0.9835666400521033,19986.0
Stable_Balanced_Core,dos,0.9857842243787394,0.9783216209501404,0.9820376401762196,14669.0
Stable_Balanced_Core,injection,0.9833179016306979,0.9710979810861392,0.9771662543694977,19964.0
Stable_Balanced_Core,mitm,0.7178422777130868,0.8172008547008547,0.7634030431664117,1039.0
Stable_Balanced_Core,normal,0.9945760580022676,0.9965907736321373,0.995582192057096,41945.0
Stable_Balanced_Core,password,0.9952463818704189,0.9909810350112617,0.9931079041014446,19847.0
Stable_Balanced_Core,ransomware,0.9994396776257133,0.9995794146782631,0.9995094357427554,14266.0
Stable_Balanced_Core,scanning,0.9886035660804872,0.9923717432178352,0.9904831725474488,18615.0
Stable_Balanced_Core,xss,0.9625430969470294,0.9837450381433095,0.97302232445379,14519.0
Stable_Minority_Only,backdoor,0.9998930909890976,0.9995724211651524,0.9997326989323223,18710.0
Stable_Minority_Only,ddos,0.9877826163241735,0.9788854647488868,0.9833125962041118,19986.0
Stable_Minority_Only,dos,0.9869463050651062,0.9791395703778386,0.983026668161834,14669.0
Stable_Minority_Only,injection,0.9835205804935956,0.9712482440463196,0.977341777950018,19964.0
Stable_Minority_Only,mitm,0.7200722270698862,0.8142976588628763,0.7634701079115573,1039.0
Stable_Minority_Only,normal,0.994317782236713,0.9966622958636311,0.9954880282113356,41945.0
Stable_Minority_Only,password,0.9948952509136422,0.9911826225032415,0.9930344065602921,19847.0
Stable_Minority_Only,ransomware,0.9995097300962186,0.9995093130308744,0.9995093865831148,14266.0
Stable_Minority_Only,scanning,0.9884974801238113,0.9924254633360194,0.9904568858951581,18615.0
Stable_Minority_Only,xss,0.9634692051631115,0.984296168398038,0.9737672506210092,14519.0
